;group;user;task_id;puzzle_difficulty;avg_complete_time;cum_this_puzzle_attempt;completed;timestamp;active_time;n_events;n_events_percentile1;n_events_percentile2;n_events_percentile3;n_check_solution;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Sandbox~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Sandbox;1e-06;0.0;1;1.0;2019-09-09 13:51:04.676590-04:00;533.75;213.0;13.0;25.0;35.0;3.0;0.0;0.0;0.0;25.0;NA;175.48
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~6. Stretch a Ramp~2;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;6. Stretch a Ramp;0.107035;2.43;2;1.0;2019-09-09 13:59:59.551560-04:00;206.54;73.0;14.0;27.0;39.0;5.0;0.0;0.0;11.0;34.0;NA;39.6
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~7. Max 2 Boxes~2;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;7. Max 2 Boxes;0.078039;1.63;2;1.0;2019-09-09 14:03:26.301570-04:00;87.09;38.0;11.0;22.0;33.0;3.0;0.0;0.0;14.0;7.0;NA;26.49
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~8. Combine 2 Ramps~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-09 14:04:52.672488-04:00;67.95;30.0;16.0;28.0;29.0;1.0;0.0;0.0;1.0;14.0;NA;58.96
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~9. Scaling Round Objects~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-09 14:06:00.855294-04:00;214.89;85.0;16.0;32.0;47.0;3.0;0.0;0.0;0.0;36.0;NA;68.96
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Square Cross-Sections~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Square Cross-Sections;0.199714;3.2;1;1.0;2019-09-10 13:41:17.916542-04:00;375.42;152.0;22.0;41.0;60.0;6.0;1.0;0.0;5.0;71.0;NA;36.03
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Bird Fez~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Bird Fez;0.156674;3.63;1;1.0;2019-09-10 13:29:27.381725-04:00;199.09;73.0;3.0;20.0;33.0;3.0;6.0;0.0;5.0;30.0;NA;113.07
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Pi Henge~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Pi Henge;0.067346;2.22;1;1.0;2019-09-10 13:38:11.342204-04:00;82.67;29.0;14.0;25.0;28.0;1.0;1.0;0.0;0.0;12.0;NA;69.2
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~45-Degree Rotations~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-10 13:45:05.678145-04:00;171.84;66.0;16.0;32.0;48.0;2.0;0.0;0.0;0.0;37.0;NA;81.47
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Pyramids are Strange~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Pyramids are Strange;0.1796;4.0;1;1.0;2019-09-10 13:48:50.702396-04:00;306.54;62.0;15.0;26.0;30.0;3.0;5.0;2.0;2.0;21.0;NA;81.97
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Boxes Obscure Spheres~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Boxes Obscure Spheres;0.266198;4.97;1;0.0;2019-09-11 13:14:33.360670-04:00;701.79;202.0;40.0;74.0;102.0;16.0;18.0;4.0;21.0;76.0;84280.61;15.78
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Object Limits~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Object Limits;0.257177;2.71;1;0.0;2019-09-11 13:18:58.052067-04:00;287.07;49.0;11.0;12.0;19.0;6.0;6.0;1.0;8.0;18.0;174.72;45.68
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Tetromino~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Tetromino;0.226869;0.0;1;1.0;2019-09-11 13:23:43.777370-04:00;48.93;17.0;18.0;16.0;16.0;1.0;1.0;0.0;0.0;6.0;NA;37.37
cb71040b5bd1341a34afc24961536ebd~bd6a63c5523e2eced8f2dc3bd2aaea5e~Angled Silhouette~1;cb71040b5bd1341a34afc24961536ebd;bd6a63c5523e2eced8f2dc3bd2aaea5e;Angled Silhouette;0.147673;2.21;1;0.0;2019-09-11 13:24:32.209240-04:00;197.82;84.0;4.0;22.0;44.0;1.0;3.0;0.0;11.0;36.0;18.01;176.17
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~1. One Box~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;1. One Box;2e-06;1.09;1;1.0;2019-09-09 13:30:09.830589-04:00;132.54;28.0;10.0;16.0;20.0;1.0;2.0;0.0;0.0;7.0;NA;113.51
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~2. Separated Boxes~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-09 13:32:13.211155-04:00;65.93;19.0;10.0;16.0;18.0;2.0;0.0;0.0;0.0;7.0;NA;25.78
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~3. Rotate a Pyramid~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-09 13:33:21.933285-04:00;141.22;41.0;8.0;14.0;24.0;4.0;0.0;0.0;0.0;25.0;NA;32.98
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~4. Match Silhouettes~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-09 13:35:40.719066-04:00;71.27;26.0;15.0;24.0;25.0;1.0;0.0;0.0;1.0;7.0;NA;59.78
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~5. Removing Objects~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-09 13:36:51.011987-04:00;809.49;214.0;18.0;30.0;33.0;5.0;7.0;1.0;41.0;67.0;NA;160.4
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~6. Stretch a Ramp~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-09 13:50:22.621096-04:00;144.49;59.0;14.0;29.0;46.0;1.0;0.0;0.0;7.0;23.0;NA;135.37
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~7. Max 2 Boxes~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-09 13:52:44.555452-04:00;124.26;49.0;12.0;21.0;30.0;1.0;0.0;0.0;4.0;25.0;NA;116.67
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~8. Combine 2 Ramps~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-09 13:54:49.383312-04:00;137.45;51.0;13.0;24.0;35.0;1.0;0.0;0.0;10.0;26.0;NA;129.21
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~9. Scaling Round Objects~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-09 13:57:06.947060-04:00;256.38;99.0;17.0;33.0;49.0;2.0;0.0;0.0;8.0;48.0;NA;123.9
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Square Cross-Sections~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Square Cross-Sections;0.199714;3.2;1;1.0;2019-09-09 14:01:23.527412-04:00;233.11;78.0;17.0;35.0;51.0;2.0;1.0;0.0;0.0;39.0;NA;112.2
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Bird Fez~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Bird Fez;0.156674;3.63;1;1.0;2019-09-09 14:05:16.386318-04:00;119.63;47.0;24.0;44.0;46.0;2.0;0.0;0.0;12.0;14.0;NA;54.74
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Pi Henge~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Pi Henge;0.067346;2.22;1;1.0;2019-09-09 14:07:15.766024-04:00;84.3;27.0;16.0;24.0;26.0;2.0;0.0;0.0;0.0;12.0;NA;38.02
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~45-Degree Rotations~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-09 14:08:40.199849-04:00;161.76;63.0;17.0;33.0;49.0;2.0;0.0;0.0;4.0;23.0;NA;76.87
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Pyramids are Strange~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Pyramids are Strange;0.1796;4.0;1;1.0;2019-09-09 14:11:21.833465-04:00;237.69;60.0;12.0;35.0;46.0;5.0;3.0;1.0;3.0;26.0;NA;45.83
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Boxes Obscure Spheres~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Boxes Obscure Spheres;0.266198;4.97;1;0.0;2019-09-09 20:21:12.465876-04:00;97.38;31.0;32.0;30.0;30.0;2.0;2.0;0.0;2.0;9.0;21900.27;-10936.23
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~5. Removing Objects~2;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;5. Removing Objects;0.106021;2.89;2;0.0;2019-09-09 20:21:28.198396-04:00;35.64;9.0;11.0;8.0;8.0;0.0;1.0;0.0;0.0;2.0;NA;NA
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~1. One Box~2;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;1. One Box;2e-06;1.09;2;1.0;2019-09-09 20:21:59.473957-04:00;35.64;17.0;7.0;16.0;16.0;1.0;0.0;0.0;8.0;1.0;NA;29.61
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Boxes Obscure Spheres~2;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Boxes Obscure Spheres;0.266198;4.97;2;1.0;2019-09-10 13:35:50.685094-04:00;2732.58;891.0;41.0;83.0;126.0;24.0;47.0;32.0;214.0;324.0;NA;36.98
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Object Limits~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Object Limits;0.257177;2.71;1;1.0;2019-09-10 13:50:44.560274-04:00;446.71;108.0;16.0;28.0;37.0;7.0;8.0;6.0;13.0;45.0;NA;78.87
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Tetromino~1;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Tetromino;0.226869;0.0;1;0.0;2019-09-10 14:00:16.464550-04:00;31.65;4.0;6.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;NA;NA
cb71040b5bd1341a34afc24961536ebd~5c5f8fb35c0db55cea793e0b85c01d19~Tetromino~2;cb71040b5bd1341a34afc24961536ebd;5c5f8fb35c0db55cea793e0b85c01d19;Tetromino;0.226869;0.0;2;1.0;2019-11-21 18:39:38.404919-05:00;21.15;23.0;25.0;22.0;22.0;1.0;1.0;0.0;0.0;4.0;NA;17.4
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~1. One Box~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;1. One Box;2e-06;1.09;1;1.0;2019-09-09 13:31:10.339827-04:00;125.06;28.0;6.0;13.0;25.0;1.0;1.0;0.0;0.0;21.0;NA;58.7
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~2. Separated Boxes~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-09 13:32:19.452679-04:00;69.27;31.0;14.0;24.0;30.0;1.0;0.0;0.0;0.0;13.0;NA;58.35
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~3. Rotate a Pyramid~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-09 13:33:31.818274-04:00;175.6;49.0;10.0;19.0;25.0;2.0;1.0;0.0;2.0;22.0;NA;79.06
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~4. Match Silhouettes~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-09 13:36:26.664795-04:00;307.31;73.0;12.0;23.0;27.0;8.0;4.0;0.0;18.0;26.0;NA;36.82
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~5. Removing Objects~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-09 13:41:32.529914-04:00;325.83;92.0;15.0;21.0;26.0;5.0;2.0;0.0;11.0;14.0;NA;63.09
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~6. Stretch a Ramp~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-09 13:46:56.390427-04:00;535.07;103.0;12.0;24.0;32.0;11.0;6.0;0.0;19.0;44.0;NA;46.06
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~7. Max 2 Boxes~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-09 13:55:52.700191-04:00;58.66;21.0;11.0;19.0;20.0;1.0;0.0;0.0;3.0;7.0;NA;48.52
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~8. Combine 2 Ramps~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-09 13:56:50.128225-04:00;589.7;212.0;11.0;11.0;11.0;1.0;2.0;0.0;36.0;79.0;NA;725.11
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~9. Scaling Round Objects~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-10 13:32:58.851250-04:00;609.46;206.0;39.0;71.0;100.0;11.0;7.0;0.0;5.0;91.0;NA;18.96
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~Square Cross-Sections~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Square Cross-Sections;0.199714;3.2;1;1.0;2019-09-10 13:36:42.517752-04:00;141.95;56.0;4.0;4.0;4.0;1.0;2.0;0.0;13.0;17.0;NA;600.8
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~Bird Fez~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Bird Fez;0.156674;3.63;1;1.0;2019-09-10 13:46:51.277373-04:00;580.28;164.0;22.0;42.0;63.0;11.0;7.0;0.0;22.0;41.0;NA;62.24
cb71040b5bd1341a34afc24961536ebd~3c32dab9a9041d872c3d1dc527a8caee~Pi Henge~1;cb71040b5bd1341a34afc24961536ebd;3c32dab9a9041d872c3d1dc527a8caee;Pi Henge;0.067346;2.22;1;1.0;2019-09-10 13:58:34.234719-04:00;163.18;59.0;3.0;3.0;3.0;2.0;2.0;0.0;20.0;16.0;NA;118.88
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~1. One Box~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;1. One Box;2e-06;1.09;1;1.0;2019-09-09 13:30:25.676499-04:00;77.21;32.0;10.0;24.0;28.0;1.0;0.0;0.0;2.0;11.0;NA;62.4
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~2. Separated Boxes~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-09 13:31:35.914675-04:00;92.98;25.0;10.0;16.0;23.0;2.0;1.0;0.0;0.0;9.0;NA;36.93
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~3. Rotate a Pyramid~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-09 13:33:09.421680-04:00;80.89;31.0;12.0;20.0;29.0;2.0;0.0;0.0;1.0;7.0;NA;35.52
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~4. Match Silhouettes~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-09 13:34:28.262879-04:00;57.08;18.0;13.0;17.0;17.0;1.0;0.0;0.0;0.0;7.0;NA;51.68
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~5. Removing Objects~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-09 13:35:48.326100-04:00;72.4;12.0;12.0;11.0;11.0;1.0;1.0;0.0;1.0;2.0;NA;41.43
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~6. Stretch a Ramp~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-09 13:36:37.690907-04:00;116.16;48.0;15.0;29.0;45.0;1.0;0.0;0.0;1.0;28.0;NA;109.09
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~7. Max 2 Boxes~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-09 13:38:33.399624-04:00;122.82;46.0;10.0;20.0;28.0;2.0;0.0;0.0;13.0;17.0;NA;54.5
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~8. Combine 2 Ramps~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-09 13:40:36.826734-04:00;214.52;81.0;13.0;24.0;35.0;3.0;0.0;0.0;23.0;28.0;NA;68.69
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~9. Scaling Round Objects~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-09 13:44:11.514549-04:00;195.32;70.0;15.0;28.0;41.0;1.0;0.0;0.0;26.0;23.0;NA;186.84
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~Square Cross-Sections~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Square Cross-Sections;0.199714;3.2;1;1.0;2019-09-09 13:47:29.551520-04:00;128.75;44.0;17.0;34.0;43.0;2.0;0.0;0.0;4.0;20.0;NA;58.75
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~Bird Fez~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Bird Fez;0.156674;3.63;1;1.0;2019-09-09 13:49:35.524165-04:00;614.47;245.0;24.0;47.0;71.0;2.0;0.0;0.0;57.0;62.0;NA;302.96
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~Pi Henge~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Pi Henge;0.067346;2.22;1;1.0;2019-09-09 13:59:49.843810-04:00;128.91;45.0;13.0;24.0;36.0;1.0;0.0;0.0;6.0;18.0;NA;119.44
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~45-Degree Rotations~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-09 14:01:58.774686-04:00;256.95;104.0;16.0;31.0;48.0;4.0;0.0;0.0;16.0;43.0;NA;62.14
cb71040b5bd1341a34afc24961536ebd~a7cd72c73f26587b48a0800d7e3d1fa6~Pyramids are Strange~1;cb71040b5bd1341a34afc24961536ebd;a7cd72c73f26587b48a0800d7e3d1fa6;Pyramids are Strange;0.1796;4.0;1;1.0;2019-09-09 14:06:15.750543-04:00;625.95;234.0;25.0;49.0;72.0;15.0;2.0;0.0;27.0;109.0;NA;41.37
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~45-Degree Rotations~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;45-Degree Rotations;0.096715;2.74;1;0.0;2019-09-09 13:30:37.156578-04:00;103.45;24.0;5.0;23.0;23.0;0.0;2.0;0.0;0.0;0.0;NA;NA
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~1. One Box~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;1. One Box;2e-06;1.09;1;1.0;2019-09-09 13:32:09.335462-04:00;40.19;11.0;10.0;10.0;10.0;1.0;0.0;0.0;0.0;1.0;NA;26.02
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~2. Separated Boxes~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-09 13:32:42.498852-04:00;86.2;23.0;10.0;16.0;20.0;2.0;0.0;0.0;0.0;3.0;NA;39.42
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~3. Rotate a Pyramid~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-09 13:34:08.120565-04:00;46.66;18.0;13.0;17.0;17.0;1.0;0.0;0.0;0.0;6.0;NA;38.62
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~4. Match Silhouettes~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-09 13:34:54.930018-04:00;146.26;34.0;5.0;8.0;17.0;2.0;3.0;0.0;6.0;7.0;NA;69.24
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~5. Removing Objects~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;5. Removing Objects;0.106021;2.89;1;0.0;2019-09-09 13:37:28.782667-04:00;772.12;162.0;12.0;17.0;27.0;8.0;10.0;0.0;1.0;65.0;637.29;92.96
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~5. Removing Objects~2;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;5. Removing Objects;0.106021;2.89;2;1.0;2019-09-09 13:50:27.415609-04:00;55.43;10.0;10.0;9.0;9.0;1.0;3.0;0.0;0.0;2.0;NA;36.4
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~6. Stretch a Ramp~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-09 13:52:16.395329-04:00;241.47;62.0;6.0;19.0;30.0;4.0;3.0;0.0;8.0;22.0;NA;56.46
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~7. Max 2 Boxes~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-09 13:56:10.966634-04:00;89.23;27.0;10.0;19.0;26.0;2.0;1.0;0.0;0.0;11.0;NA;32.43
cb71040b5bd1341a34afc24961536ebd~b25afda10342aa07780ccf349f6f3015~8. Combine 2 Ramps~1;cb71040b5bd1341a34afc24961536ebd;b25afda10342aa07780ccf349f6f3015;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-09 13:57:48.857481-04:00;162.63;62.0;16.0;29.0;39.0;1.0;0.0;0.0;0.0;31.0;NA;145.39
