;group;user;task_id;puzzle_difficulty;puzzle_category;n_attempts;completed;timestamp;active_time;percentileActiveTime;n_events;percentileEvents;n_check_solution;percentileAtt;percentileComposite;persistence;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Not Bird;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Not Bird;0.260197;Intermediate;1.0;1.0;2019-10-25 09:17:24.861733-04:00;287.14;59.65;154.0;68.42;4.0;64.91;64.04;NO_BEHAVIOR;0.0;2.0;20.0;55.0;NA;87.79
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Unnecessary;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Unnecessary;0.76;Advanced;1.0;1.0;2019-10-25 09:20:27.279441-04:00;49.72;9.26;22.0;3.7;1.0;31.48;6.48;RAPID_SOLVER;0.0;0.0;4.0;5.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Zzz;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Zzz;0.234035;Advanced;2.0;1.0;2019-10-25 09:21:27.696593-04:00;270.41;81.63;156.0;89.8;3.0;77.55;85.71;PRODUCTIVE_PERSISTANCE;0.0;9.0;17.0;68.0;NA;104.92
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Bull Market;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Bull Market;0.358579;Advanced;1.0;1.0;2019-10-25 09:25:39.238219-04:00;275.58;45.71;190.0;65.71;2.0;42.86;55.71;NO_BEHAVIOR;0.0;8.0;32.0;73.0;NA;135.12
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Few Clues;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Few Clues;0.324041;Advanced;1.0;1.0;2019-10-25 09:30:17.498782-04:00;169.63;17.86;96.0;21.43;1.0;25.0;19.64;RAPID_SOLVER;0.0;4.0;7.0;47.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~48e2fa8526344763b562fc7318987b5f~Orange Dance;e6af7d42084352a39449e6d0a09b18cd;48e2fa8526344763b562fc7318987b5f;Orange Dance;0.647731;Advanced;1.0;0.0;2019-10-25 09:52:58.505997-04:00;1240.31;66.67;833.0;83.33;0.0;0.0;75.0;NO_BEHAVIOR;4.0;40.0;63.0;385.0;0;0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~8. Combine 2 Ramps;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-10-25 09:22:36.381544-04:00;58.32;28.8;29.0;32.98;1.0;72.77;30.89;NO_BEHAVIOR;0.0;0.0;3.0;12.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~9. Scaling Round Objects;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-10-25 09:23:23.737747-04:00;233.96;76.7;106.0;77.84;3.0;83.52;77.27;PRODUCTIVE_PERSISTANCE;0.0;1.0;18.0;30.0;NA;148.68
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~1. One Box;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-10-25 09:27:22.095612-04:00;16.0;6.32;7.0;19.7;1.0;100.0;13.01;RAPID_SOLVER;0.0;0.0;0.0;1.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Square Cross-Sections;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-10-25 09:32:06.289864-04:00;348.01;76.16;193.0;85.43;9.0;92.72;80.79;PRODUCTIVE_PERSISTANCE;2.0;0.0;49.0;57.0;NA;179.79
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Bird Fez;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;Bird Fez;0.156674;Intermediate;1.0;0.0;2019-10-25 09:39:35.323260-04:00;262.95;70.78;149.0;83.12;4.0;75.32;76.95;NO_BEHAVIOR;1.0;0.0;29.0;48.0;149.71;171.21
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Pi Henge;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;Pi Henge;0.067346;Intermediate;1.0;0.0;2019-10-25 09:45:17.188420-04:00;136.15;63.64;86.0;78.57;1.0;64.29;71.1;NO_BEHAVIOR;3.0;0.0;11.0;29.0;1.64;NA
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Angled Silhouette;e6af7d42084352a39449e6d0a09b18cd;a9eac4d5476d2f20a263becdc89ca829;Angled Silhouette;0.147673;Intermediate;1.0;0.0;2019-10-25 09:57:36.432775-04:00;5.42;0.0;3.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;0.0;0.0;0.0;0.0;0;0
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~1. One Box;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;1. One Box;2,00E-06;Tutorial;1.0;0.0;2019-10-25 13:10:57.335272-04:00;49.68;55.39;8.0;30.48;0.0;0.0;42.94;NO_BEHAVIOR;1.0;0.0;2.0;1.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~Square Cross-Sections;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-10-25 13:11:30.164794-04:00;173.97;52.32;56.0;41.06;2.0;54.97;46.69;NO_BEHAVIOR;2.0;0.0;18.0;16.0;NA;210.87
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~Bird Fez;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-10-25 13:25:03.883295-04:00;311.33;79.87;112.0;71.43;7.0;90.91;75.65;PRODUCTIVE_PERSISTANCE;3.0;1.0;14.0;41.0;NA;129.12
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~Pi Henge;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-10-25 13:28:49.395421-04:00;85.37;45.45;31.0;17.53;1.0;64.29;31.49;NO_BEHAVIOR;1.0;0.0;0.0;13.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~45-Degree Rotations;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-10-25 13:36:29.739493-04:00;66.78;22.63;29.0;9.49;1.0;64.23;16.06;RAPID_SOLVER;1.0;0.0;0.0;15.0;NA;NA
e6af7d42084352a39449e6d0a09b18cd~f7383b2902f1761b425ff7df7ae095fc~Pyramids are Strange;e6af7d42084352a39449e6d0a09b18cd;f7383b2902f1761b425ff7df7ae095fc;Pyramids are Strange;0.1796;Intermediate;1.0;0.0;2019-10-25 13:39:52.761480-04:00;138.61;33.86;34.0;7.87;1.0;32.28;20.87;NO_BEHAVIOR;1.0;0.0;0.0;10.0;0;0
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~3. Rotate a Pyramid;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;3. Rotate a Pyramid;0.083447;Tutorial;2.0;1.0;2019-11-04 18:06:18.270407-05:00;300.35;94.33;141.0;93.93;2.0;73.28;94.13;PRODUCTIVE_PERSISTANCE;3.0;2.0;5.0;91.0;NA;29.43
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~45-Degree Rotations;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;45-Degree Rotations;0.096715;Intermediate;1.0;0.0;2019-11-04 17:49:43.015264-05:00;394.21;91.24;182.0;89.78;3.0;89.78;90.51;UNPRODUCTIVE_PERSISTANCE;6.0;8.0;41.0;77.0;57.33;401.49
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~4. Match Silhouettes;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;4. Match Silhouettes;0.061887;Tutorial;2.0;1.0;2019-11-04 18:07:23.331595-05:00;311.25;85.83;85.0;78.75;2.0;78.75;82.29;PRODUCTIVE_PERSISTANCE;3.0;7.0;29.0;25.0;NA;72.36
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~1. One Box;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-11-04 18:03:13.794164-05:00;34.27;42.01;15.0;58.74;1.0;100.0;50.37;NO_BEHAVIOR;0.0;2.0;4.0;1.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~2. Separated Boxes;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;2. Separated Boxes;0.111127;Tutorial;2.0;1.0;2019-11-04 18:29:14.863370-05:00;200.91;90.04;58.0;81.67;2.0;61.35;85.86;PRODUCTIVE_PERSISTANCE;4.0;10.0;15.0;14.0;NA;24.49
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~5. Removing Objects;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-11-04 18:09:51.600140-05:00;66.52;32.88;33.0;38.29;1.0;50.9;35.59;NO_BEHAVIOR;0.0;2.0;8.0;7.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~6. Stretch a Ramp;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-11-04 18:11:00.275119-05:00;71.58;31.19;47.0;49.08;1.0;33.49;40.14;NO_BEHAVIOR;0.0;4.0;15.0;13.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~7. Max 2 Boxes;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;7. Max 2 Boxes;0.078039;Tutorial;1.0;1.0;2019-11-04 18:12:12.957685-05:00;68.55;58.65;35.0;63.46;1.0;61.54;61.06;NO_BEHAVIOR;0.0;5.0;12.0;5.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~8. Combine 2 Ramps;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;8. Combine 2 Ramps;0.068608;Tutorial;5.0;1.0;2019-11-17 21:27:41.022721-05:00;431.17;95.81;237.0;96.86;4.0;97.91;96.34;PRODUCTIVE_PERSISTANCE;4.0;22.0;89.0;35.0;NA;58.61
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~9. Scaling Round Objects;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;9. Scaling Round Objects;0.128647;Tutorial;2.0;0.0;2019-11-17 21:39:17.315508-05:00;895.44;99.43;547.0;100.0;5.0;92.05;99.72;UNPRODUCTIVE_PERSISTANCE;4.0;10.0;63.0;244.0;342.14;83.37
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~Zzz;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;Zzz;0.234035;Advanced;1.0;0.0;2019-11-04 18:39:56.553849-05:00;0.15;0.0;3.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;1.0;0.0;0.0;0.0;0;0
e21640b4aea9349ad77d86d6017cb061~098f6bcd4621d373cade4e832627b4f6~Square Cross-Sections;e21640b4aea9349ad77d86d6017cb061;098f6bcd4621d373cade4e832627b4f6;Square Cross-Sections;0.199714;Intermediate;1.0;0.0;2019-11-14 17:51:57.595958-05:00;19.99;0.0;6.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;2.0;0.0;0.0;0.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~fb72fa38101a46d8857571aec0be9ce0~1. One Box;e21640b4aea9349ad77d86d6017cb061;fb72fa38101a46d8857571aec0be9ce0;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-11-08 20:59:26.715324-05:00;31.53;34.2;11.0;46.1;1.0;100.0;40.15;NO_BEHAVIOR;0.0;0.0;0.0;3.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~fb72fa38101a46d8857571aec0be9ce0~2. Separated Boxes;e21640b4aea9349ad77d86d6017cb061;fb72fa38101a46d8857571aec0be9ce0;2. Separated Boxes;0.111127;Tutorial;1.0;0.0;2019-11-08 21:04:28.970994-05:00;280.16;94.02;131.0;96.41;4.0;92.83;95.22;UNPRODUCTIVE_PERSISTANCE;0.0;0.0;9.0;67.0;92.88;110.3
e21640b4aea9349ad77d86d6017cb061~fb72fa38101a46d8857571aec0be9ce0~3. Rotate a Pyramid;e21640b4aea9349ad77d86d6017cb061;fb72fa38101a46d8857571aec0be9ce0;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-11-08 21:05:13.445525-05:00;149.41;82.19;30.0;63.56;3.0;87.45;72.87;NO_BEHAVIOR;2.0;0.0;1.0;16.0;NA;53.65
e21640b4aea9349ad77d86d6017cb061~1295c9ddb112b1276f3967dad1b2ce7f~Sugar Cones;e21640b4aea9349ad77d86d6017cb061;1295c9ddb112b1276f3967dad1b2ce7f;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-11-14 16:05:11.972333-05:00;93.55;77.68;49.0;85.71;1.0;58.04;81.7;PRODUCTIVE_PERSISTANCE;0.0;2.0;14.0;19.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~1295c9ddb112b1276f3967dad1b2ce7f~Stranger Shapes;e21640b4aea9349ad77d86d6017cb061;1295c9ddb112b1276f3967dad1b2ce7f;Stranger Shapes;0.283971;Advanced;1.0;1.0;2019-11-14 16:06:45.328140-05:00;149.32;24.1;60.0;21.69;1.0;6.02;22.89;RAPID_SOLVER;0.0;5.0;3.0;22.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~1. One Box;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-11-18 16:10:50.376349-05:00;23.65;21.56;8.0;30.48;1.0;100.0;26.02;NO_BEHAVIOR;0.0;0.0;0.0;1.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~2. Separated Boxes;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-11-18 16:11:08.301301-05:00;74.03;52.59;30.0;57.37;2.0;61.35;54.98;NO_BEHAVIOR;0.0;0.0;1.0;15.0;NA;34.14
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~3. Rotate a Pyramid;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-11-18 16:12:44.202541-05:00;49.92;41.3;12.0;22.27;1.0;43.72;31.78;NO_BEHAVIOR;1.0;0.0;0.0;4.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~4. Match Silhouettes;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-11-18 16:13:10.103566-05:00;48.44;35.42;16.0;37.92;1.0;59.17;36.67;NO_BEHAVIOR;1.0;0.0;1.0;7.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~5. Removing Objects;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-11-18 16:13:59.509794-05:00;31.93;11.26;10.0;4.95;1.0;50.9;8.11;RAPID_SOLVER;1.0;0.0;0.0;2.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~6. Stretch a Ramp;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;6. Stretch a Ramp;0.107035;Tutorial;3.0;1.0;2019-11-18 16:20:32.397825-05:00;330.67;91.28;89.0;78.44;6.0;92.66;84.86;PRODUCTIVE_PERSISTANCE;3.0;0.0;0.0;39.0;NA;33.0
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Square Cross-Sections;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Square Cross-Sections;0.199714;Intermediate;2.0;1.0;2019-11-18 16:24:39.351468-05:00;73.68;18.54;22.0;7.95;1.0;33.77;13.25;RAPID_SOLVER;2.0;0.0;0.0;7.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~7. Max 2 Boxes;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;7. Max 2 Boxes;0.078039;Tutorial;2.0;1.0;2019-11-18 16:21:40.193702-05:00;122.75;73.56;41.0;67.79;3.0;90.38;70.67;NO_BEHAVIOR;1.0;0.0;0.0;13.0;NA;30.08
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~8. Combine 2 Ramps;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-11-18 16:22:54.254895-05:00;65.19;38.22;23.0;12.57;1.0;72.77;25.39;NO_BEHAVIOR;1.0;0.0;2.0;8.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~9. Scaling Round Objects;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-11-18 16:23:48.020746-05:00;50.49;14.77;22.0;9.09;1.0;43.75;11.93;RAPID_SOLVER;0.0;0.0;1.0;9.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Bird Fez;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-11-18 16:28:20.162788-05:00;157.02;49.35;64.0;46.1;2.0;59.74;47.73;NO_BEHAVIOR;0.0;0.0;1.0;25.0;NA;45.16
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Pi Henge;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-11-18 16:29:59.697675-05:00;89.62;49.35;37.0;31.82;1.0;64.29;40.58;NO_BEHAVIOR;0.0;0.0;0.0;14.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~45-Degree Rotations;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-11-18 16:31:29.463410-05:00;64.26;21.9;29.0;9.49;1.0;64.23;15.69;RAPID_SOLVER;0.0;0.0;0.0;13.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Pyramids are Strange;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Pyramids are Strange;0.1796;Intermediate;2.0;1.0;2019-11-18 16:34:12.786516-05:00;276.02;71.65;88.0;52.76;4.0;74.02;62.2;NO_BEHAVIOR;3.0;0.0;3.0;40.0;NA;114.47
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Boxes Obscure Spheres;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Boxes Obscure Spheres;0.266198;Intermediate;1.0;1.0;2019-11-18 16:37:09.603930-05:00;225.49;39.81;101.0;48.54;3.0;47.57;44.17;NO_BEHAVIOR;0.0;0.0;1.0;31.0;NA;114.78
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Object Limits;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Object Limits;0.257177;Intermediate;2.0;0.0;2019-12-09 16:32:44.613520-05:00;272.87;72.73;81.0;62.63;5.0;68.69;67.68;NO_BEHAVIOR;3.0;8.0;14.0;13.0;1814022.85;65.92
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Warm Up;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Warm Up;0.183971;Advanced;1.0;1.0;2019-11-18 16:42:18.252364-05:00;25.06;15.79;13.0;21.93;1.0;88.6;18.86;RAPID_SOLVER;0.0;0.0;0.0;4.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Angled Silhouette;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Angled Silhouette;0.147673;Intermediate;2.0;1.0;2019-12-09 16:35:46.037748-05:00;247.22;84.85;65.0;76.77;2.0;84.85;80.81;PRODUCTIVE_PERSISTANCE;4.0;3.0;3.0;27.0;NA;81.94
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Sugar Cones;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-11-18 16:44:02.044052-05:00;51.73;44.64;22.0;37.5;2.0;89.29;41.07;NO_BEHAVIOR;0.0;1.0;1.0;7.0;NA;21.42
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Stranger Shapes;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Stranger Shapes;0.283971;Advanced;1.0;1.0;2019-12-09 16:16:55.318638-05:00;167.04;28.92;64.0;27.71;1.0;6.02;28.31;NO_BEHAVIOR;3.0;0.0;0.0;25.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Bear Market;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Bear Market;1.0;Advanced;1.0;0.0;2019-12-09 16:19:51.644136-05:00;35.18;0.0;5.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;2.0;0.0;0.0;0.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Tall and Small;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Tall and Small;0.266869;Advanced;1.0;0.0;2019-12-09 16:39:07.206814-05:00;634.57;93.06;181.0;81.94;5.0;62.5;87.5;NO_BEHAVIOR;12.0;0.0;68.0;36.0;308.52;328.87
e21640b4aea9349ad77d86d6017cb061~b15f2a5087a673d4606ce6018525e7a0~Orange Dance;e21640b4aea9349ad77d86d6017cb061;b15f2a5087a673d4606ce6018525e7a0;Orange Dance;0.647731;Advanced;1.0;0.0;2019-12-09 16:31:55.443659-05:00;51.37;0.0;4.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;1.0;0.0;0.0;0.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~1. One Box;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-11-18 16:12:17.068593-05:00;63.45;67.66;28.0;77.7;1.0;100.0;72.68;NO_BEHAVIOR;0.0;0.0;0.0;5.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~2. Separated Boxes;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-11-18 16:13:19.779753-05:00;140.82;82.47;66.0;86.85;4.0;92.83;84.66;PRODUCTIVE_PERSISTANCE;1.0;0.0;2.0;25.0;NA;79.48
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~3. Rotate a Pyramid;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-11-18 16:15:43.099665-05:00;108.7;71.66;46.0;75.3;3.0;87.45;73.48;NO_BEHAVIOR;0.0;0.0;5.0;13.0;NA;63.62
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~4. Match Silhouettes;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-11-18 16:18:05.261141-05:00;83.16;56.25;14.0;32.5;1.0;59.17;44.38;NO_BEHAVIOR;1.0;0.0;4.0;3.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~5. Removing Objects;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-11-18 16:18:50.764569-05:00;67.8;33.78;32.0;37.39;1.0;50.9;35.59;NO_BEHAVIOR;0.0;0.0;0.0;7.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~6. Stretch a Ramp;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-11-18 16:19:59.971869-05:00;177.53;71.1;80.0;72.48;2.0;67.89;71.79;NO_BEHAVIOR;0.0;0.0;5.0;17.0;NA;85.24
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~7. Max 2 Boxes;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;7. Max 2 Boxes;0.078039;Tutorial;1.0;1.0;2019-11-18 16:22:59.273433-05:00;93.6;68.75;41.0;67.79;1.0;61.54;68.27;NO_BEHAVIOR;0.0;0.0;1.0;8.0;NA;NA
e21640b4aea9349ad77d86d6017cb061~d92de6cb8908be5916910148ab008b2c~8. Combine 2 Ramps;e21640b4aea9349ad77d86d6017cb061;d92de6cb8908be5916910148ab008b2c;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-11-18 16:24:32.941196-05:00;125.6;71.2;65.0;74.87;1.0;72.77;73.04;NO_BEHAVIOR;0.0;0.0;37.0;16.0;NA;NA
